ko	description	Cytoplasmic	CytoplasmicMembrane	Extracellular	OuterMembrane	Periplasmic	Unknown	subcellular location	copy number	fraction of prokaryotes
K14051	gmr; cyclic di-GMP phosphodiesterase Gmr [EC:3.1.4.52]	0	0.971311475	0	0	0	0.028688525	NA	1.017647059	0.061195104
K17325	"K17325, glpT; glycerol transport system ATP-binding protein"	0	0.986486486	0	0	0	0.013513514	NA	1.017647059	0.061195104
K19091	cas6; CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-]	0.632989691	0.032989691	0	0.002061856	0	0.331958763	NA	1.1	0.061195104
K07076	K07076; uncharacterized protein	0.767605634	0.014084507	0	0	0	0.218309859	NA	3.099415205	0.061555076
K09128	K09128; uncharacterized protein	0.727272727	0	0	0	0	0.272727273	NA	1.040935673	0.061555076
K12686	"apeE, estA, lip-1; outer membrane lipase/esterase"	0	0	0.102766798	0.660079051	0	0.23715415	NA	1.011695906	0.061555076
K15923	"AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]"	0.301775148	0.017751479	0.020710059	0.062130178	0	0.597633136	NA	1.415204678	0.061555076
K16234	hutT; histidine transporter	0	1	0	0	0	0	NA	1.052631579	0.061555076
K16651	pduX; L-threonine kinase [EC:2.7.1.177]	0.490272374	0	0	0	0	0.509727626	NA	1.01754386	0.061555076
K17948	nanM; N-acetylneuraminate epimerase [EC:5.1.3.24]	0	0.11372549	0	0.023529412	0.094117647	0.768627451	NA	1.052631579	0.061555076
K06152	E1.1.99.3G; gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]	0.035820896	0.017910448	0	0.002985075	0.065671642	0.87761194	NA	1.186046512	0.061915047
K06160	pvdE; putative ATP-binding cassette transporter	0	1	0	0	0	0	NA	1.162790698	0.061915047
K07227	chuX; heme iron utilization protein	0.582995951	0	0	0	0.004048583	0.412955466	NA	1.011627907	0.061915047
K08723	yjjG; 5'-nucleotidase [EC:3.1.3.5]	0.443478261	0.552173913	0	0	0	0.004347826	NA	1	0.061915047
K11942	E5.4.99.2; methylmalonyl-CoA mutase [EC:5.4.99.2]	0.016393443	0.918032787	0	0	0	0.06557377	NA	1.005813953	0.061915047
K13795	"citB, tcuB; citrate/tricarballylate utilization protein"	0	0.99137931	0	0	0	0.00862069	NA	1.023255814	0.061915047
K13922	pduP; propionaldehyde dehydrogenase [EC:1.2.1.87]	0.516666667	0.104166667	0	0	0	0.379166667	NA	1.034883721	0.061915047
K17105	E2.5.1.42; geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42]	0	0.995708155	0	0	0	0.004291845	NA	1.069767442	0.061915047
K02317	dnaT; DNA replication protein DnaT	0.013043478	0	0	0	0	0.986956522	NA	1.01734104	0.062275018
K05339	lrgB; holin-like protein LrgB	0	1	0	0	0	0	NA	1	0.062275018
K06443	"lcyB, crtL1, crtY; lycopene beta-cyclase [EC:5.5.1.19]"	0.419607843	0.133333333	0	0	0	0.447058824	NA	1.034682081	0.062275018
K07167	chrR; putative transcriptional regulator	0.551111111	0	0.004444444	0	0	0.444444444	NA	1.034682081	0.062275018
K14982	"ciaH; two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]"	0	0.995024876	0	0	0	0.004975124	NA	1.01734104	0.062275018
K18149	"pbp5, pbpC, pbp3; penicillin-binding protein"	0.011627907	0.848837209	0	0	0	0.139534884	NA	1.104046243	0.062275018
K03619	hyaE; hydrogenase-1 operon protein HyaE	0.053061224	0.240816327	0	0	0.004081633	0.702040816	NA	1.252873563	0.062634989
K05338	lrgA; holin-like protein	0	1	0	0	0	0	NA	1	0.062634989
K06113	"abnA_B; arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]"	0.015384615	0.015384615	0.079487179	0.005128205	0.012820513	0.871794872	NA	1.706896552	0.062634989
K15495	wtpA; molybdate/tungstate transport system substrate-binding protein	0.306382979	0.127659574	0.021276596	0.004255319	0.021276596	0.519148936	NA	1.091954023	0.062634989
K15834	hycH; formate hydrogenlyase maturation protein HycH	0.088607595	0	0	0	0	0.911392405	NA	1	0.062634989
K02305	norC; nitric oxide reductase subunit C	0	0.959349593	0	0	0	0.040650407	NA	1.057142857	0.06299496
K11443	"divK; two-component system, cell cycle response regulator DivK"	0.749152542	0.247457627	0	0	0	0.003389831	NA	1.068571429	0.06299496
K12940	abgA; aminobenzoyl-glutamate utilization protein A	0.731800766	0.003831418	0	0	0	0.264367816	NA	1.091428571	0.06299496
K14949	pknG; serine/threonine-protein kinase PknG [EC:2.7.11.1]	0.639575972	0.197879859	0	0.007067138	0	0.155477032	NA	1.148571429	0.06299496
K18475	fliB; lysine-N-methylase [EC:2.1.1.-]	0.745980707	0.025723473	0	0	0.012861736	0.215434084	NA	1.297142857	0.06299496
K02467	gutQ; arabinose 5-phosphate isomerase [EC:5.3.1.13]	0.631578947	0.008097166	0	0	0	0.360323887	NA	1.011363636	0.063354932
K06718	"ectA; L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]"	0.105058366	0.06614786	0	0	0	0.828793774	NA	1.028409091	0.063354932
K07781	"rcsA; LuxR family transcriptional regulator, capsular biosynthesis positive transcription factor"	0.450413223	0	0	0	0	0.549586777	NA	1.022727273	0.063354932
K08363	merT; mercuric ion transport protein	0	1	0	0	0	0	NA	1.255681818	0.063354932
K12147	msyB; acidic protein MsyB	0.605042017	0	0	0	0	0.394957983	NA	1.005681818	0.063354932
K02859	ribT; riboflavin biosynthesis RibT protein	0.155462185	0.033613445	0	0	0	0.81092437	NA	1.005617978	0.064074874
K07647	"torS; two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1.011235955	0.064074874
K08364	merP; periplasmic mercuric ion binding protein	0.037974684	0.341772152	0	0	0	0.620253165	NA	1.258426966	0.064074874
K13583	gcrA; GcrA cell cycle regulator	0.119047619	0	0	0	0.040816327	0.840136054	NA	1.185393258	0.064074874
K02596	nifX; nitrogen fixation protein NifX	0.430769231	0	0	0	0	0.569230769	NA	1.122905028	0.064434845
K04794	"PTH2; peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]"	0.227074236	0	0	0	0.008733624	0.76419214	NA	1.011173184	0.064434845
K09120	K09120; uncharacterized protein	0.736363636	0	0	0	0	0.263636364	NA	1	0.064434845
K16840	hpxQ; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]	0.517857143	0.060714286	0	0	0	0.421428571	NA	1.083798883	0.064434845
K01602	rbcS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	0.177966102	0	0	0	0	0.822033898	NA	1.116666667	0.064794816
K05789	wzzB; chain length determinant protein (polysaccharide antigen chain regulator)	0.004201681	0.991596639	0	0	0	0.004201681	NA	1	0.064794816
K11744	tqsA; AI-2 transport protein TqsA	0	1	0	0	0	0	NA	1	0.064794816
K16650	"glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]"	0.586330935	0.017985612	0	0.003597122	0.007194245	0.384892086	NA	1.072222222	0.064794816
K04782	pchB; isochorismate pyruvate lyase [EC:4.2.99.21]	0.462686567	0	0	0	0	0.537313433	NA	1.027624309	0.065154788
K07701	"dcuS; two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1	0.065154788
K14980	"chvG; two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]"	0	0.992031873	0	0	0	0.007968127	NA	1.005524862	0.065154788
K16168	"bpsB, srsB; methyltransferase"	0	0.991836735	0	0	0	0.008163265	NA	1.016574586	0.065154788
K05989	E3.2.1.40; alpha-L-rhamnosidase [EC:3.2.1.40]	0.355371901	0.033057851	0.008264463	0.090909091	0.011019284	0.50137741	NA	1.521978022	0.065514759
K09000	cmr4; CRISPR-associated protein Cmr4	0.595833333	0	0.004166667	0	0	0.4	NA	1.159340659	0.065514759
K09612	iap; alkaline phosphatase isozyme conversion protein [EC:3.4.11.-]	0.356589147	0.011627907	0	0.003875969	0	0.627906977	NA	1.005494505	0.065514759
K10006	gluC; glutamate transport system permease protein	0	1	0	0	0	0	NA	1.098901099	0.065514759
K12291	hofP; pilus assembly protein HofP	0.007692308	0.1	0	0	0.007692308	0.884615385	NA	1	0.065514759
K16869	lipL; octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]	0.579766537	0	0	0	0	0.420233463	NA	1.005494505	0.065514759
K04018	nrfG; formate-dependent nitrite reductase complex subunit NrfG	0	0.228813559	0	0	0	0.771186441	NA	1	0.06587473
K08321	lsrF; putative autoinducer-2 (AI-2) aldolase [EC:4.1.2.-]	0.567765568	0	0	0	0	0.432234432	NA	1.016393443	0.06587473
K10007	gluD; glutamate transport system permease protein	0	1	0	0	0	0	NA	1.092896175	0.06587473
K03290	"nanT; MFS transporter, SHS family, sialic acid transporter"	0	1	0	0	0	0	NA	1.086956522	0.066234701
K08168	"tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter"	0	1	0	0	0	0	NA	1.25	0.066234701
K09929	K09929; uncharacterized protein	0.461254613	0.10701107	0	0	0	0.431734317	NA	1.065217391	0.066234701
K10005	gluB; glutamate transport system substrate-binding protein	0.008955224	0	0	0.089552239	0.710447761	0.191044776	NA	1.22826087	0.066234701
K11932	uspG; universal stress protein G	0.717948718	0	0	0	0	0.282051282	NA	1.217391304	0.066234701
K14475	ICP; inhibitor of cysteine peptidase	0.031746032	0.073015873	0.006349206	0.00952381	0.003174603	0.876190476	NA	1.108695652	0.066234701
K00276	"AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]"	0.573289902	0	0	0	0.413680782	0.013029316	NA	1.183783784	0.066594672
K01727	"hysA, hylA, hylB; hyaluronate lyase [EC:4.2.2.1]"	0.018248175	0.058394161	0.058394161	0.313868613	0	0.551094891	NA	1.189189189	0.066594672
K02451	gspB; general secretion pathway protein B	0.068825911	0.093117409	0	0.056680162	0	0.781376518	NA	1.010810811	0.066594672
K02829	qoxD; cytochrome aa3-600 menaquinol oxidase subunit IV [EC:1.10.3.12]	0	1	0	0	0	0	NA	1	0.066594672
K05778	ABC.VB1X.P; putative thiamine transport system permease protein	0	1	0	0	0	0	NA	1	0.066594672
K07276	K07276; uncharacterized protein	0.2	0.176	0	0	0	0.624	NA	1.027027027	0.066594672
K09947	K09947; uncharacterized protein	0.104089219	0.345724907	0.003717472	0	0.003717472	0.542750929	NA	1.005405405	0.066594672
K10008	gluA; glutamate transport system ATP-binding protein [EC:3.6.3.-]	0	1	0	0	0	0	NA	1.102702703	0.066594672
K11211	kdkA; 3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166]	0.007575758	0.984848485	0	0	0	0.007575758	NA	1.005405405	0.066594672
K12290	hofO; pilus assembly protein HofO	0	0.337121212	0	0	0.018939394	0.643939394	NA	1	0.066594672
K09386	K09386; uncharacterized protein	0.312169312	0.002645503	0	0	0.002645503	0.682539683	NA	1.134408602	0.066954644
K00984	"aadA; streptomycin 3""-adenylyltransferase [EC:2.7.7.47]"	0.712802768	0.034602076	0	0	0.003460208	0.249134948	NA	1.251336898	0.067314615
K03207	wcaH; colanic acid biosynthesis protein WcaH [EC:3.6.1.-]	0.160493827	0.004115226	0	0	0	0.835390947	NA	1.053475936	0.067314615
K09477	citT; citrate:succinate antiporter	0	1	0	0	0	0	NA	1.026737968	0.067314615
K01218	"gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"	0.120614035	0.030701754	0.197368421	0.037280702	0.00877193	0.605263158	NA	1.35106383	0.067674586
K06411	spoVFB; dipicolinate synthase subunit B	0.101167315	0	0	0	0	0.898832685	NA	1.021276596	0.067674586
K06946	K06946; uncharacterized protein	0.53271028	0.168224299	0	0.003115265	0	0.295950156	NA	1.361702128	0.067674586
K09190	K09190; uncharacterized protein	0.786440678	0.003389831	0	0.003389831	0.013559322	0.193220339	NA	1.132978723	0.067674586
K12984	"waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]"	0.045016077	0.254019293	0	0	0	0.70096463	NA	1.005319149	0.067674586
K12990	rfbF; rhamnosyltransferase [EC:2.4.1.-]	0.385294118	0.214705882	0	0	0.002941176	0.397058824	NA	1.207446809	0.067674586
K07338	K07338; uncharacterized protein	0.054945055	0.080586081	0.014652015	0.018315018	0.025641026	0.805860806	NA	1.005291005	0.068034557
K09166	K09166; uncharacterized protein	0.130434783	0.027667984	0	0	0.007905138	0.833992095	NA	1.052910053	0.068034557
K10942	"flrB, fleS; two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]"	0	0.996153846	0	0	0	0.003846154	NA	1	0.068034557
K05777	ABC.VB1X.S; putative thiamine transport system substrate-binding protein	0.010948905	0.062043796	0.003649635	0	0.262773723	0.660583942	NA	1.005263158	0.068394528
K11530	lsrG; autoinducer 2-degrading protein	0.308510638	0	0	0	0	0.691489362	NA	1	0.068394528
K15269	pecM; probable blue pigment (indigoidine) exporter	0	1	0	0	0	0	NA	1.052631579	0.068394528
K11159	K11159; carotenoid cleavage dioxygenase	0.663461538	0.002403846	0	0	0.007211538	0.326923077	NA	1.502617801	0.0687545
K16788	niaX; niacin transporter	0	0.995555556	0	0	0	0.004444444	NA	1.010471204	0.0687545
K00427	"lldP, lctP; L-lactate permease"	0	1	0	0	0	0	NA	1	0.069114471
K13796	"cobZ, tcuA; tricarballylate dehydrogenase"	0	0.003663004	0	0	0.146520147	0.84981685	NA	1.057291667	0.069114471
K15599	thiX; putative hydroxymethylpyrimidine transport system permease protein	0	1	0	0	0	0	NA	1.010416667	0.069114471
K18891	"patA, rscA, lmrC, satA; ATP-binding cassette, subfamily B, multidrug efflux pump"	0	1	0	0	0	0	NA	1	0.069114471
K18968	adrA; diguanylate cyclase [EC:2.7.7.65]	0	0.996478873	0	0	0	0.003521127	NA	1.036458333	0.069114471
K08320	nudG; (d)CTP diphosphatase [EC:3.6.1.65]	0.784946237	0.007168459	0	0	0	0.207885305	NA	1	0.069474442
K10558	"lsrA, ego; AI-2 transport system ATP-binding protein"	0	1	0	0	0	0	NA	1.005181347	0.069474442
K18892	"patB, rscB, lmrC, satB; ATP-binding cassette, subfamily B, multidrug efflux pump"	0	1	0	0	0	0	NA	1.010362694	0.069474442
K02107	"ATPVG, ahaH, atpH; V/A-type H+-transporting ATPase subunit G/H"	0.770053476	0	0	0	0	0.229946524	NA	1.025773196	0.069834413
K02425	fliZ; FliZ protein	0.442804428	0	0	0	0	0.557195572	NA	1.010309278	0.069834413
K05594	elaB; ElaB protein	0.026217228	0	0	0	0	0.973782772	NA	1.005154639	0.069834413
K05779	ABC.VB1X.A; putative thiamine transport system ATP-binding protein	0	0.959259259	0	0	0	0.040740741	NA	1	0.069834413
K07653	"mprB; two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]"	0	0.996969697	0	0	0	0.003030303	NA	1.226804124	0.069834413
K08173	"ydfJ; MFS transporter, MHS family, metabolite:H+ symporter"	0	1	0	0	0	0	NA	1.128865979	0.069834413
K09696	natB; sodium transport system permease protein	0	1	0	0	0	0	NA	1.036082474	0.069834413
K09697	natA; sodium transport system ATP-binding protein	0.279069767	0.709302326	0	0	0	0.011627907	NA	1.041237113	0.069834413
K13671	"K13671; alpha-1,2-mannosyltransferase [EC:2.4.1.-]"	0	1	0	0	0	0	NA	1.582474227	0.069834413
K00633	lacA; galactoside O-acetyltransferase [EC:2.3.1.18]	0.739534884	0	0	0	0	0.260465116	NA	1.051282051	0.070194384
K02828	qoxC; cytochrome aa3-600 menaquinol oxidase subunit III [EC:1.10.3.12]	0	1	0	0	0	0	NA	1.005128205	0.070194384
K07716	"pleC; two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]"	0	0.989159892	0	0	0	0.010840108	NA	1.461538462	0.070194384
K09974	K09974; uncharacterized protein	0.135802469	0.016460905	0	0	0	0.847736626	NA	1	0.070194384
K18326	"mdtD; MFS transporter, DHA2 family, multidrug resistance protein"	0	1	0	0	0	0	NA	1	0.070194384
K07116	"pvdQ, quiP; acyl-homoserine-lactone acylase [EC:3.5.1.97]"	0	0	0	0	0.637883008	0.362116992	NA	1.31122449	0.070554356
K07700	"dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1.301020408	0.070554356
K09950	K09950; uncharacterized protein	0.164588529	0.049875312	0	0	0.029925187	0.755610973	NA	1.43877551	0.070554356
K00284	E1.4.7.1; glutamate synthase (ferredoxin) [EC:1.4.7.1]	0.490909091	0.313636364	0	0	0	0.195454545	NA	1.116751269	0.070914327
K02787	"PTS-Lac-EIIB, lacE; PTS system, lactose-specific IIB component [EC:2.7.1.69]"	0	1	0	0	0	0	NA	1.172588832	0.070914327
K02788	"PTS-Lac-EIIC, lacE; PTS system, lactose-specific IIC component"	0	1	0	0	0	0	NA	1.172588832	0.070914327
K03971	pspD; phage shock protein D	0	0.254416961	0	0	0	0.745583039	NA	1	0.070914327
K06333	cotJB; spore coat protein JB	0.007272727	0	0	0	0	0.992727273	NA	1.045685279	0.070914327
K06986	K06986; uncharacterized protein	0.682758621	0.013793103	0	0	0	0.303448276	NA	1.030456853	0.070914327
K10557	lsrD; AI-2 transport system permease protein	0	1	0	0	0	0	NA	1	0.070914327
K11689	"dctQ; C4-dicarboxylate transporter, DctQ subunit"	0	1	0	0	0	0	NA	1.106598985	0.070914327
K06295	gerKA; spore germination protein KA	0.008576329	0.982847341	0	0	0	0.008576329	NA	2.02020202	0.071274298
K16167	"bpsA, srsA, pks11, pks10; alkylresorcinol/alkylpyrone synthase"	0.655072464	0.014492754	0	0	0	0.330434783	NA	1.303030303	0.071274298
K16926	htsT; energy-coupling factor transport system substrate-specific component	0	0.994366197	0	0	0	0.005633803	NA	1.393939394	0.071274298
K18324	acrD; multidrug efflux pump	0	1	0	0	0	0	NA	1.005050505	0.071274298
K02466	gutM; glucitol operon activator protein	0.003623188	0.851449275	0	0	0	0.144927536	NA	1.015075377	0.071634269
K09795	K09795; uncharacterized protein	0.074468085	0.102836879	0.003546099	0	0.088652482	0.730496454	NA	1.030150754	0.071634269
K09992	K09992; uncharacterized protein	0.419786096	0.040106952	0	0	0.00802139	0.532085561	NA	1.291457286	0.071634269
K11898	impE; type VI secretion system protein ImpE	0.403669725	0.003058104	0	0	0.01529052	0.577981651	NA	1.105527638	0.071634269
K19048	symE; toxic protein SymE	0.022617124	0	0	0	0	0.977382876	NA	1.949748744	0.071634269
K01819	"E5.3.1.26, lacA, lacB; galactose-6-phosphate isomerase [EC:5.3.1.26]"	0.764814815	0	0	0	0	0.235185185	NA	2.335	0.07199424
K03618	hyaF; hydrogenase-1 operon protein HyaF	0.647686833	0	0	0	0	0.352313167	NA	1.225	0.07199424
K04335	csgB; minor curlin subunit	0	0.011450382	0.591603053	0	0	0.396946565	NA	1.03	0.07199424
K07151	STT3; dolichyl-diphosphooligosaccharide--protein glycosyltransferase [EC:2.4.99.18]	0	0.997260274	0	0.002739726	0	0	NA	1.405	0.07199424
K08659	"pepDA, pepDB; dipeptidase [EC:3.4.-.-]"	0.670886076	0.001808318	0	0	0	0.327305606	NA	2.15	0.07199424
K09164	K09164; uncharacterized protein	0.332432432	0.027027027	0	0	0.048648649	0.591891892	NA	1.34	0.07199424
K18917	mrx1; mycoredoxin [EC:1.20.4.3]	0.003472222	0.006944444	0	0	0.013888889	0.975694444	NA	1.035	0.07199424
K03462	NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	0.600682594	0	0	0.006825939	0	0.392491468	NA	1.009950249	0.072354212
K04027	eutM; ethanolamine utilization protein EutM	0.021505376	0	0	0	0	0.978494624	NA	1.089552239	0.072354212
K04337	csgE; curli production assembly/transport component CsgE	0.072	0.008	0	0	0	0.92	NA	1.004975124	0.072354212
K10556	lsrC; AI-2 transport system permease protein	0	1	0	0	0	0	NA	1	0.072354212
K07709	"zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]"	0	0.996254682	0	0	0	0.003745318	NA	1.02970297	0.072714183
K09860	K09860; uncharacterized protein	0.126394052	0.003717472	0	0	0.011152416	0.858736059	NA	1.00990099	0.072714183
K19117	"csd1, cas8c; CRISPR-associated protein Csd1"	0.389891697	0.036101083	0	0.032490975	0	0.541516245	NA	1.034653465	0.072714183
K02450	gspA; general secretion pathway protein A	0.468401487	0.182156134	0	0	0	0.349442379	NA	1.083743842	0.073074154
K06402	spoIVFB; stage IV sporulation protein FB [EC:3.4.24.-]	0	1	0	0	0	0	NA	1	0.073074154
K07031	hddA; D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]	0.719178082	0.068493151	0	0	0	0.212328767	NA	1.093596059	0.073074154
K07321	cooC; CO dehydrogenase maturation factor	0.798804781	0.14940239	0	0	0	0.051792829	NA	1.743842365	0.073074154
K11941	mdoC; glucans biosynthesis protein C [EC:2.1.-.-]	0	1	0	0	0	0	NA	1.009852217	0.073074154
K15598	thiY; putative hydroxymethylpyrimidine transport system substrate-binding protein	0.112852665	0.018808777	0.006269592	0	0.015673981	0.846394984	NA	1.014778325	0.073074154
K01004	pcs; phosphatidylcholine synthase [EC:2.7.8.24]	0	1	0	0	0	0	NA	1	0.073434125
K01201	"GBA, srfJ; glucosylceramidase [EC:3.2.1.45]"	0.213740458	0.005089059	0.094147583	0	0.015267176	0.671755725	NA	1.348039216	0.073434125
K06720	ectC; L-ectoine synthase [EC:4.2.1.108]	0.708333333	0	0	0	0	0.291666667	NA	1.068627451	0.073434125
K08225	"entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter"	0	1	0	0	0	0	NA	1.024509804	0.073434125
K18923	stbD; antitoxin StbD	0.055045872	0	0	0	0	0.944954128	NA	1.107843137	0.073434125
K00126	fdsD; formate dehydrogenase subunit delta [EC:1.2.1.2]	0.012158055	0	0	0	0	0.987841945	NA	1.024390244	0.073794096
K09957	K09957; uncharacterized protein	0.492260062	0	0	0	0	0.507739938	NA	1.082926829	0.073794096
K09984	K09984; uncharacterized protein	0.045751634	0	0	0	0	0.954248366	NA	1.014634146	0.073794096
K11931	pgaB; biofilm PGA synthesis lipoprotein PgaB [EC:3.-.-.-]	0.128930818	0.15408805	0	0	0.179245283	0.537735849	NA	1.004878049	0.073794096
K05548	"benK; MFS transporter, AAHS family, benzoate transport protein"	0	1	0	0	0	0	NA	1.339805825	0.074154068
K17472	"cymR; Rrf2 family transcriptional regulator, cysteine metabolism repressor"	0.766323024	0	0	0	0	0.233676976	NA	1.009708738	0.074154068
